"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","198","110","0","22","17","25","2","18","0","1","3","0","1","0","0","1","0","0","0","0","0","2","","","","","",""
"区南部","174","90","1","19","25","40","0","18","0","3","8","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"区西南部","250","135","1","41","11","23","3","23","0","1","8","0","1","0","0","5","2","0","0","0","0","2","","","","","",""
"区西部","370","153","0","23","32","37","0","18","0","0","0","1","0","1","0","0","0","0","0","0","0","3","","","","","",""
"区西北部","372","210","0","15","18","53","1","29","1","4","4","0","0","0","0","4","0","0","0","0","0","1","","","","","",""
"区東北部","251","171","0","13","16","42","0","30","0","6","11","0","0","2","0","1","0","0","0","0","0","0","","","","","",""
"区東部","313","205","0","46","21","36","4","10","0","2","4","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"西多摩","33","41","1","4","0","5","0","7","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","290","251","0","15","13","58","4","24","2","4","12","0","5","0","0","7","0","0","0","0","0","1","","","","","",""
"北多摩西部","84","84","1","1","5","14","1","11","0","1","6","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","273","149","1","12","25","27","4","19","4","2","6","3","5","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩北部","136","101","1","8","25","38","0","24","0","1","6","0","1","0","0","0","0","0","0","0","0","2","","","","","",""
"島しょ","2","14","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2746","1714","6","219","208","398","19","236","7","26","71","4","15","3","0","19","2","0","0","0","0","18","","","","","",""
