"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","1","0","2","0","4","1","0","4","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","2","0","10","4","6","0","30","0","0","35","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","0","5","0","35","8","35","1","16","0","0","95","0","2","2","0","0","0","0","0","0","0","0"
"2歳","1","0","8","5","15","10","22","3","0","0","0","84","0","7","2","0","0","0","0","0","0","0","0"
"3歳","0","0","9","4","17","13","11","3","1","0","0","82","0","17","0","0","0","0","0","0","0","0","0"
"4歳","0","0","8","12","28","12","23","2","0","0","0","74","0","13","0","0","0","0","0","0","0","0","0"
"5歳","0","0","4","12","19","7","12","5","0","0","0","53","0","17","1","0","0","0","0","0","0","0","0"
"6歳","0","0","3","11","11","7","10","7","0","0","0","33","0","13","1","0","0","0","0","0","0","0","0"
"7歳","0","0","7","7","10","3","10","2","0","0","0","10","0","9","0","0","0","0","0","0","0","0","0"
"8歳","0","0","3","8","10","2","3","2","0","0","0","12","0","3","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","3","5","0","1","6","0","0","0","4","0","6","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","2","8","20","0","0","0","0","0","0","6","0","6","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","2","2","13","46","2","5","1","0","0","0","13","1","5","1","0","0","1","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1","2","53","84","234","68","140","33","51","1","0","505","1","98","7","0","0","7","0","0","0","0","0"
