"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","2","0"
"1〜4歳","0","0","0","0","0","0","2","6","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","21","4","8","8","1","0","0","2","0"
"20〜24歳","72","19","10","26","6","1","1","0","0"
"25〜29歳","67","17","15","26","6","0","1","0","0"
"30〜34歳","26","10","8","21","6","2","2","2","0"
"35〜39歳","25","12","2","10","2","1","4","0","0"
"40〜44歳","12","4","2","10","0","2","0","0","0"
"45〜49歳","6","3","2","5","3","1","2","0","0"
"50〜54歳","4","2","0","2","0","0","4","0","0"
"55〜59歳","3","2","1","0","0","0","4","0","0"
"60〜64歳","0","1","0","2","0","0","9","3","0"
"65〜69歳","0","1","0","0","0","0","13","1","1"
"70歳以上","0","0","0","0","0","0","52","2","3"
"合計","236","75","48","110","24","7","104","19","4"
