"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","45","0","0","1","25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","2","2","0"
"中央区","44","0","2","2","2","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","4","3","1","0","0","0"
"みなと","148","1","2","16","42","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","8","6","0","1","1","0"
"新宿区","175","1","1","6","33","6","0","0","1","0","0","0","0","0","0","1","0","0","0","0","9","6","2","2","2","0"
"文京","143","0","1","2","15","1","0","2","0","0","0","0","0","0","0","1","0","0","1","0","5","3","1","1","1","0"
"台東","117","1","1","5","23","7","0","2","2","0","0","2","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","210","0","0","2","17","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","221","1","0","14","60","4","0","2","4","0","0","5","1","1","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","215","0","0","9","65","3","4","1","4","0","1","1","1","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","96","0","0","1","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"大田区","517","0","4","12","76","6","3","13","8","1","0","2","0","0","0","2","0","0","0","0","16","9","2","1","1","0"
"世田谷","423","0","1","3","56","7","0","2","2","0","0","1","1","0","0","0","2","0","0","0","15","8","2","2","2","0"
"渋谷区","116","0","0","3","23","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","212","0","0","2","66","4","0","0","0","0","0","3","1","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","292","0","0","25","29","1","0","0","4","0","1","1","0","1","0","1","0","0","0","0","12","6","1","1","1","0"
"池袋","201","0","0","0","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","1","1","1","0"
"北区","195","0","1","2","40","3","0","0","4","0","0","1","0","0","0","0","0","0","0","0","8","4","1","0","0","0"
"荒川区","107","0","0","5","16","9","0","0","1","0","0","2","0","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","205","0","0","2","21","5","0","1","0","0","0","1","0","0","0","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","323","0","1","3","25","4","0","0","2","0","0","3","1","0","1","0","0","0","0","0","12","5","2","0","0","0"
"足立","286","0","1","5","27","5","0","0","2","0","1","4","0","0","0","0","0","0","0","0","11","4","2","0","0","0"
"葛飾区","239","0","0","7","17","7","0","0","2","0","0","3","0","0","0","0","0","0","4","0","8","3","1","1","1","0"
"江戸川","451","0","2","31","30","4","0","0","4","0","0","6","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"八王子市","518","0","0","60","42","11","2","0","4","5","0","5","2","0","0","0","0","0","0","0","10","4","2","1","1","0"
"町田市","539","1","0","35","49","8","0","5","5","0","1","5","3","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","329","0","0","6","31","1","2","0","2","0","0","1","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","416","0","0","3","28","18","0","0","4","0","0","1","1","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","295","0","0","2","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","742","0","0","5","32","1","0","0","2","0","0","2","0","0","0","0","0","0","1","0","21","10","3","2","3","0"
"多摩小平","747","0","1","27","56","9","0","0","5","1","1","9","0","0","0","1","0","0","0","0","14","6","2","2","2","0"
"島しょ","15","0","0","0","22","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","8582","5","18","296","1022","132","11","29","68","7","5","61","11","2","1","7","2","0","6","1","286","148","39","24","25","0"
