"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","1","1","2","0","0","0","18","0","0","1","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","0","0","0","3","3","2","11","1","0","0","18","0","0","0","0","1","0","0","0","0","4","3","1","0","0","0"
"みなと","4","0","3","4","24","3","23","0","5","2","16","7","0","2","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","0","1","0","3","15","5","13","3","3","0","30","3","0","0","0","3","0","0","2","0","9","6","2","2","2","0"
"文京","0","0","1","8","3","1","10","0","2","0","15","2","0","0","0","0","0","0","0","0","5","3","1","1","1","0"
"台東","0","0","0","7","23","0","2","0","3","0","16","1","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","0","1","0","2","5","0","1","1","1","0","15","5","1","0","0","1","0","0","0","0","6","3","1","1","1","0"
"江東区","0","0","0","5","44","8","44","4","1","1","32","3","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","0","0","0","3","42","7","20","2","6","0","35","2","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","0","0","0","0","6","1","3","1","3","0","8","0","0","0","0","1","0","0","0","0","6","3","1","0","0","0"
"大田区","1","7","15","4","52","12","40","1","8","4","115","3","0","0","0","0","0","0","0","0","16","9","2","1","1","0"
"世田谷","4","0","3","8","34","5","15","2","2","0","43","11","1","0","0","0","0","0","0","0","16","8","2","1","2","0"
"渋谷区","1","0","0","2","5","2","7","0","1","1","24","1","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","1","0","1","9","24","4","52","7","1","0","45","2","0","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","1","0","0","7","32","9","31","6","5","0","7","0","0","0","0","1","0","0","0","0","12","6","1","1","1","0"
"池袋","0","0","5","0","9","1","9","1","1","0","7","4","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","0","0","1","1","11","9","7","5","4","0","26","3","1","0","0","1","0","0","0","0","7","4","1","0","0","0"
"荒川区","0","0","2","2","13","1","3","1","2","1","45","0","1","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","0","0","0","3","14","4","12","0","1","3","8","5","1","0","1","1","0","0","0","0","12","6","2","1","1","0"
"練馬区","0","0","1","5","14","4","24","2","0","0","54","3","1","0","0","1","0","0","0","0","12","5","2","0","0","0"
"足立","0","0","0","37","12","7","7","21","1","0","65","0","1","0","0","0","0","0","0","0","12","5","2","0","0","0"
"葛飾区","0","0","1","2","5","8","15","4","4","0","43","10","0","0","0","0","0","0","2","0","9","4","1","1","1","0"
"江戸川","4","1","9","4","12","11","39","3","7","4","171","5","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"八王子市","0","0","2","23","55","14","22","6","3","0","45","13","6","0","0","1","0","0","0","0","10","4","2","1","1","0"
"町田市","2","0","3","17","35","17","44","5","8","0","92","21","3","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","0","0","0","0","11","6","17","5","3","0","29","4","1","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","0","0","1","4","19","12","24","3","1","0","43","14","2","0","0","1","0","0","0","0","9","4","1","0","0","0"
"多摩立川","0","0","1","2","17","5","11","3","4","1","15","5","0","1","0","1","0","0","0","0","13","6","2","1","1","0"
"多摩府中","0","0","2","2","11","3","30","2","5","0","106","18","2","0","0","1","0","0","1","0","18","9","3","3","3","0"
"多摩小平","0","0","2","8","36","11","46","5","10","0","139","21","1","0","0","0","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","0","1","0","0","0","0","1","0","0","7","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","18","10","53","176","587","173","584","94","96","17","1325","173","22","4","1","15","0","0","5","0","285","148","39","24","25","0"
