"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","2","0"
"1〜4歳","0","0","0","0","0","0","4","15","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","0","1","0"
"15〜19歳","4","0","0","3","0","0","0","0","0"
"20〜24歳","18","3","4","11","0","0","0","0","0"
"25〜29歳","29","3","2","13","0","1","2","0","0"
"30〜34歳","15","10","7","14","0","0","0","0","0"
"35〜39歳","17","5","9","16","0","2","0","1","0"
"40〜44歳","8","8","3","13","0","0","1","1","0"
"45〜49歳","8","5","8","6","0","0","0","1","0"
"50〜54歳","5","4","6","1","0","1","6","0","0"
"55〜59歳","3","1","3","1","0","0","7","2","0"
"60〜64歳","1","0","1","0","0","0","2","1","0"
"65〜69歳","1","0","1","0","0","0","10","1","0"
"70歳以上","0","0","0","0","0","0","37","6","1"
"合計","109","39","44","78","0","4","69","32","1"
