"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","4","29","17","4","43","8","126","0","5","0","31","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"区南部","6","21","11","24","58","2","110","0","2","0","16","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","6","43","5","22","47","4","120","1","3","0","43","3","0","0","0","0","0","0","0","0","0","1","","","","","",""
"区西部","21","39","13","19","74","3","169","0","11","0","42","2","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区西北部","2","30","18","29","42","2","157","0","8","0","32","3","0","0","0","3","0","0","1","0","0","0","","","","","",""
"区東北部","0","32","12","7","79","1","123","0","11","0","54","1","2","0","0","4","0","1","0","0","0","1","","","","","",""
"区東部","13","35","6","17","33","1","169","1","13","0","25","3","2","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","2","1","11","2","55","0","4","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","32","15","30","88","0","251","0","6","0","49","5","0","0","0","4","0","0","0","0","0","0","","","","","",""
"北多摩西部","1","6","0","10","25","1","94","0","4","0","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","1","22","13","18","29","1","133","3","10","0","31","2","4","0","0","2","0","2","0","0","0","0","","","","","",""
"北多摩北部","1","23","29","30","33","4","174","0","1","0","12","1","3","0","0","2","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","55","312","141","211","562","29","1683","5","78","0","354","21","13","3","0","18","1","3","1","0","0","2","","","","","",""
