"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","1","0","27","0","5","0","1","0","1","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","0","1","3","12","12","1","11","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","2","8","16","23","0","5","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","1","0","5","14","8","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","1","4","6","18","0","0","0","4","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","0","3","8","0","5","0","3","0","0","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"江東区","1","0","4","24","51","2","8","0","3","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","3","2","7","24","2","16","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","1","2","9","17","1","4","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","4","11","32","83","2","20","4","6","0","2","2","1","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","1","3","3","60","46","6","24","2","2","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","2","3","10","1","3","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","1","1","7","16","26","1","8","2","3","0","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","1","0","6","8","24","3","5","4","1","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","2","2","2","3","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","1","2","3","15","0","18","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","4","6","14","0","1","0","3","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","6","12","1","10","0","2","0","0","3","1","0","0","0","0","0","1","0","0","0","","","","","",""
"練馬区","0","2","3","46","37","2","14","0","9","0","2","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"足立","0","2","5","9","39","3","12","0","12","0","4","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","1","13","42","1","8","1","5","0","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","2","4","19","43","1","19","3","2","5","3","2","1","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","1","4","6","18","85","8","4","1","4","0","1","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","2","0","18","80","9","1","0","5","0","2","5","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","7","5","15","2","2","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","6","12","31","1","2","0","3","0","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","32","37","1","4","0","6","0","1","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","2","1","21","33","48","7","7","1","3","0","4","5","0","0","0","0","0","0","0","1","0","0","","","","","",""
"多摩小平","0","1","15","38","59","6","18","0","9","0","3","1","1","0","0","4","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","10","34","134","474","940","62","237","22","108","6","45","40","12","2","0","12","0","0","2","1","0","0","","","","","",""
