"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","175","181","3","24","15","23","2","22","0","1","4","0","2","0","0","1","0","0","1","0","0","0","","","","","",""
"区南部","134","208","1","17","21","53","1","15","1","4","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","190","297","3","34","18","36","4","21","0","5","11","2","1","0","0","6","0","0","0","0","0","2","","","","","",""
"区西部","258","336","4","22","23","40","1","5","1","5","2","0","0","1","0","2","0","0","0","0","0","2","","","","","",""
"区西北部","239","477","5","17","20","48","3","31","2","6","16","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","170","345","1","8","10","56","0","24","0","7","9","1","1","0","0","1","0","0","0","0","0","1","","","","","",""
"区東部","217","348","2","29","20","34","1","15","0","3","9","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","35","85","0","7","1","4","0","11","0","1","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","215","404","1","24","22","68","1","35","0","6","14","1","1","0","0","8","0","0","0","0","0","1","","","","","",""
"北多摩西部","72","158","0","1","9","13","0","15","0","0","3","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩南部","216","352","1","9","39","34","2","13","5","3","1","1","3","0","0","1","0","0","0","0","0","1","","","","","",""
"北多摩北部","159","223","4","5","21","40","0","19","0","8","5","1","0","1","0","0","0","0","0","0","0","2","","","","","",""
"島しょ","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2082","3423","25","197","219","449","15","226","9","49","78","9","10","2","0","22","0","0","1","0","0","9","","","","","",""
