"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","3","1","7","0","9","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","1","0","20","10","40","4","45","0","1","49","2","0","4","0","0","0","0","0","0","0","0","0"
"1歳","0","0","13","0","38","17","148","5","18","0","0","137","0","0","5","0","0","1","0","0","1","0","0","0"
"2歳","0","0","8","3","37","20","111","1","2","0","0","109","1","2","1","0","0","1","0","0","0","1","0","0"
"3歳","0","0","15","10","34","17","124","5","1","0","1","104","0","5","4","0","0","1","0","0","0","0","0","0"
"4歳","0","0","14","14","24","14","102","2","0","1","0","89","0","5","1","0","0","0","0","0","0","0","0","0"
"5歳","0","0","18","10","23","7","95","9","0","0","0","58","0","7","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","7","10","26","3","43","6","0","0","0","29","1","2","0","0","0","0","0","0","1","2","0","0"
"7歳","0","0","5","9","17","4","22","1","0","0","0","16","0","1","1","0","0","1","0","0","0","1","0","0"
"8歳","0","0","4","4","20","1","16","3","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","2","10","14","3","4","1","0","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","5","17","1","10","1","0","0","1","5","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","1","1","7","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","1"
"20〜29歳","0","0","1","6","64","1","8","1","0","0","0","5","0","0","0","0","0","3","0","0","0","0","0","4"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","90","82","344","99","730","39","75","1","4","619","4","26","17","1","0","20","0","0","2","5","0","7"
