"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","11","0","0","0","8","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","4","0","2","2","0"
"中央区","13","0","0","8","12","4","0","0","2","0","0","0","0","0","0","2","0","0","0","0","4","3","1","0","0","0"
"みなと","29","0","2","16","82","18","0","0","2","0","0","0","0","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","54","6","2","7","50","9","0","0","1","0","0","0","0","0","0","2","0","0","1","0","9","6","2","2","2","0"
"文京","21","0","0","1","27","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","5","3","1","1","1","0"
"台東","12","4","2","6","41","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","31","1","0","9","26","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","6","3","1","1","1","0"
"江東区","49","0","0","17","63","3","0","0","6","0","0","2","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","44","0","2","4","94","6","0","1","8","0","0","0","2","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","15","0","2","5","11","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"大田区","121","1","8","21","108","15","0","6","8","0","0","1","0","0","0","0","0","0","0","0","16","9","2","1","1","0"
"世田谷","129","0","0","5","100","9","0","1","3","0","0","5","0","0","0","0","0","0","0","0","15","8","2","2","2","0"
"渋谷区","33","0","1","3","42","0","1","0","3","0","0","0","0","0","0","2","0","0","0","0","6","4","1","1","1","0"
"中野区","103","0","1","12","66","7","2","0","3","0","0","1","0","0","0","1","0","0","0","0","9","6","1","1","1","0"
"杉並","144","0","3","6","62","2","0","0","3","0","0","1","0","0","0","1","0","0","0","0","12","6","1","1","1","0"
"池袋","46","0","0","1","24","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","43","0","0","0","39","5","0","0","6","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"荒川区","11","0","5","13","27","1","0","1","2","0","0","2","0","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","47","0","0","3","48","6","0","1","1","1","0","1","0","0","0","1","0","0","0","0","12","6","2","1","1","0"
"練馬区","81","0","0","10","40","8","0","0","3","0","0","2","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"足立","80","0","0","13","46","2","0","3","4","0","1","0","0","0","2","0","0","0","0","0","12","5","2","0","0","0"
"葛飾区","105","0","0","12","36","7","0","0","1","0","0","1","0","0","0","0","0","0","4","0","9","4","1","1","1","0"
"江戸川","126","2","0","27","75","9","3","1","5","0","1","4","0","0","0","2","0","0","0","0","12","5","2","0","0","0"
"八王子市","151","0","3","43","79","13","3","1","3","1","0","0","4","0","0","2","0","0","0","0","10","4","2","1","1","0"
"町田市","106","0","0","65","112","7","1","5","9","0","0","3","2","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","140","2","1","6","61","9","0","0","2","0","0","0","0","0","0","1","0","0","0","0","9","5","1","1","1","0"
"南多摩","97","1","0","7","28","7","0","0","7","0","0","0","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","89","0","0","1","28","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","211","0","1","9","54","5","0","0","10","0","0","0","0","0","0","0","0","0","0","0","21","10","3","2","3","0"
"多摩小平","222","4","6","30","100","17","0","0","6","0","0","0","0","0","0","0","0","0","1","0","14","6","2","2","2","0"
"島しょ","7","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","2371","23","39","361","1589","176","10","22","105","2","3","29","9","0","2","16","0","0","6","0","288","150","39","24","25","0"
