"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","1","1","8","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","6","1","19","4","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","1","4","4","13","3","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","0","3","5","7","2","1","1","2","0","0","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"台東","0","1","1","2","12","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","2","3","9","4","1","0","5","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","6","13","50","8","1","1","5","0","1","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","1","0","1","6","17","1","1","1","2","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","1","1","9","8","1","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","1","13","16","53","9","1","2","9","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","1","0","1","21","50","15","2","8","10","0","4","1","1","1","0","0","0","2","0","0","0","0","","","","","",""
"渋谷区","0","0","1","2","3","5","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","0","0","15","6","14","1","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","1","9","21","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","2","2","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","1","4","20","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","1","6","11","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","2","10","13","1","1","0","3","0","1","12","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","0","9","20","35","16","0","0","4","0","5","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","1","20","35","3","2","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","8","15","10","2","0","1","0","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","0","5","6","41","7","1","2","9","0","12","5","1","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","0","3","3","33","59","16","1","6","12","0","2","1","3","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","1","27","46","7","12","4","5","0","8","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","7","21","3","2","3","0","0","1","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","15","30","13","3","0","8","0","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","2","19","30","7","2","5","9","0","1","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","7","23","77","8","2","2","11","0","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","1","1","16","37","51","7","0","8","11","0","4","1","0","0","0","6","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","9","109","335","779","157","36","48","128","1","59","47","10","1","0","11","0","2","1","0","0","0","","","","","",""
