"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","9","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","13","2","0","29","0","23","0","17","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","4","18","10","11","70","2","88","3","34","0","15","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","14","9","20","52","0","67","1","6","0","11","1","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","6","5","10","27","40","4","34","2","0","0","4","1","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","2","3","12","32","37","2","43","1","1","0","4","3","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","6","1","6","41","39","2","16","1","0","0","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","7","0","3","32","32","6","11","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","6","0","1","38","21","5","9","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","3","0","0","32","18","7","4","1","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","2","0","0","11","18","3","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","4","0","0","31","30","1","4","0","0","0","1","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","0","2","17","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","4","0","2","25","75","0","7","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","69","63","55","302","478","34","310","10","58","2","48","17","15","2","0","14","0","0","4","0","0","0","0","0","0","0","0","0","0"
