"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","",""
"中央","1","1","0","0","0","0","0","0","0","",""
"日本橋","0","0","0","0","0","0","0","0","0","",""
"みなと","7","1","5","1","0","2","0","0","0","",""
"新宿区","21","10","6","4","2","1","15","6","2","",""
"文京","0","0","0","0","0","0","10","1","0","",""
"台東","33","21","3","5","19","0","0","0","0","",""
"墨田区","0","0","0","0","0","0","0","0","0","",""
"江東区","6","1","0","2","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","0","1","0","0","0","0","2","0","0","",""
"世田谷","0","0","0","0","0","0","2","0","0","",""
"渋谷区","0","0","0","0","0","0","1","0","0","",""
"中野区","0","0","0","0","0","0","0","0","0","",""
"杉並","0","0","0","0","0","0","0","0","0","",""
"池袋","22","7","2","5","2","0","10","0","0","",""
"長崎","0","0","0","0","0","0","0","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","1","1","0","1","0","0","0","0","",""
"板橋区","0","0","0","0","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","0","0","0","",""
"江戸川","0","0","0","0","0","0","0","0","0","",""
"小岩","0","0","0","0","0","0","0","0","0","",""
"八王子","12","3","3","0","17","0","3","0","0","",""
"秋川","0","0","0","0","0","0","0","0","0","",""
"町田市","1","0","0","0","2","0","0","0","0","",""
"多摩川","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","6","0","0","1","0","0","0","0","0","",""
"村山大和","0","0","0","0","0","0","0","0","0","",""
"府中小金井","0","0","0","0","0","0","0","0","0","",""
"狛江調布","0","0","0","0","0","0","0","0","0","",""
"三鷹武蔵野","10","6","2","5","0","0","0","0","0","",""
"多摩小平","0","0","0","0","0","0","0","2","0","",""
"多摩東村山","0","0","0","0","0","0","0","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","119","52","22","23","43","3","43","10","2","",""
