"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","121","182","2","16","13","26","0","23","0","5","3","2","0","0","0","0","0","0","0","0","0","2","","","","","",""
"区南部","83","180","5","17","17","46","2","11","0","3","5","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"区西南部","115","281","5","39","28","50","0","12","0","1","18","2","1","0","0","8","0","0","0","0","0","0","","","","","",""
"区西部","162","295","2","13","15","38","1","8","1","3","0","0","0","1","0","1","0","0","0","0","0","1","","","","","",""
"区西北部","185","416","5","9","21","54","3","23","1","2","12","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","106","324","1","15","11","49","1","8","0","4","7","1","0","1","0","2","0","0","0","0","0","1","","","","","",""
"区東部","135","379","3","24","37","54","2","31","0","2","7","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","15","95","0","1","4","6","0","11","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","144","383","0","20","25","79","4","15","0","4","12","2","2","0","0","6","0","0","0","0","0","0","","","","","",""
"北多摩西部","53","151","0","1","8","24","0","15","0","1","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","113","358","4","6","39","42","0","15","0","4","5","1","4","1","0","0","0","0","0","0","0","2","","","","","",""
"北多摩北部","128","217","5","12","23","68","0","10","0","9","7","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"島しょ","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1360","3284","32","173","241","536","13","182","2","39","84","8","10","4","0","20","0","0","0","0","0","8","","","","","",""
