"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","8","12","850","2","4","36","78","13","4","3","4","1","3","1","0","0","0","0","0","0","1","0","0","4","","","","","","",""
"区南部","6","14","588","2","12","39","69","12","2","10","7","0","2","1","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"区西南部","10","9","867","0","1","52","51","12","3","4","1","1","1","0","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"区西部","2","20","940","2","7","58","72","9","1","1","4","2","0","0","0","0","0","0","0","1","0","1","0","1","","","","","","",""
"区西北部","10","12","1366","2","5","72","104","24","2","9","7","0","2","1","1","0","1","0","0","1","0","0","0","0","","","","","","",""
"区東北部","4","21","1154","3","15","48","88","7","2","19","6","0","1","0","3","0","1","0","0","0","0","0","0","0","","","","","","",""
"区東部","4","16","1072","5","4","42","107","6","0","4","6","2","0","1","0","0","3","0","0","0","0","1","0","0","","","","","","",""
"西多摩","0","7","148","0","0","9","11","6","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","","",""
"南多摩","4","17","2326","3","8","101","167","15","2","17","9","0","1","3","0","0","1","0","0","0","0","0","2","0","","","","","","",""
"北多摩西部","1","8","481","1","1","40","26","7","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","3","9","1028","1","3","59","64","16","1","4","3","0","1","2","0","0","1","0","0","1","0","0","0","2","","","","","","",""
"北多摩北部","3","9","805","3","11","51","85","13","1","13","12","1","2","1","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"島しょ","0","0","11","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"合計","55","154","11636","24","71","607","924","140","18","94","60","7","14","10","5","0","9","0","0","4","1","2","2","14","","","","","","",""
