"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","173","4","8","14","71","17","3","1","3","0","0","4","1","0","0","0","0","0","1","0","0","","","","","",""
"区南部","202","2","1","18","132","14","1","8","4","0","0","3","2","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","266","3","0","24","80","6","1","5","4","1","0","6","0","0","0","3","0","0","0","0","0","","","","","",""
"区西部","211","4","3","8","98","5","0","10","2","0","0","1","2","0","0","2","0","0","0","0","0","","","","","",""
"区西北部","341","1","9","49","97","9","2","13","11","3","0","5","4","1","0","3","0","0","0","0","0","","","","","",""
"区東北部","334","1","4","35","146","11","1","6","12","3","0","2","1","0","0","1","0","0","4","1","0","","","","","",""
"区東部","422","2","1","34","208","12","0","5","13","0","1","4","2","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","93","0","1","3","30","3","0","1","3","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","601","2","5","62","218","33","4","7","10","0","0","5","2","0","0","2","0","0","1","0","0","","","","","",""
"北多摩西部","169","1","1","11","51","8","1","3","3","0","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","374","1","7","14","113","11","0","6","11","0","0","4","1","0","0","0","1","1","0","0","0","","","","","",""
"北多摩北部","221","3","2","33","62","11","0","4","6","0","0","2","1","0","0","0","0","0","2","0","0","","","","","",""
"島しょ","13","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3420","24","42","305","1306","141","13","69","82","8","1","39","18","2","0","12","1","1","8","1","0","","","","","",""
