"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","28","1","0","19","3","2","1","3","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","65","3","3","95","5","12","0","82","1","29","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","139","10","9","145","17","46","1","120","1","62","3","13","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","54","18","16","113","14","24","3","26","0","53","1","9","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"3歳","3","20","17","29","78","23","22","3","2","0","40","5","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","2","5","20","28","78","22","15","4","0","0","31","14","3","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"5歳","3","1","18","37","74","17","15","5","0","1","19","6","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0"
"6歳","4","1","10","38","38","6","10","1","0","1","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","7","1","2","23","33","1","0","0","0","0","6","7","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0"
"8歳","4","0","3","11","33","1","1","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","1","10","29","0","2","1","0","0","2","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","1","7","24","87","2","2","1","0","2","5","5","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","1","2","21","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","2","4","12","97","3","3","0","0","3","2","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","2","2","0","0","0","0","0","0","0","0","0"
"40〜49歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","43","317","115","242","940","114","154","20","233","9","262","57","35","1","1","31","2","3","22","0","0","0","0","0","0","0","0","0"
