"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","0","0"
"1〜4歳","0","0","0","0","0","0","4","1","0"
"5〜9歳","0","0","0","0","0","0","5","3","0"
"10〜14歳","1","0","0","0","0","0","2","2","0"
"15〜19歳","9","1","1","7","0","0","1","0","0"
"20〜24歳","57","10","27","27","3","0","0","0","0"
"25〜29歳","54","12","29","15","0","0","0","0","0"
"30〜34歳","32","10","15","11","2","0","0","0","0"
"35〜39歳","18","11","18","10","1","0","1","0","0"
"40〜44歳","20","6","9","6","1","0","1","1","0"
"45〜49歳","14","3","6","6","0","0","0","0","0"
"50〜54歳","5","6","7","3","0","0","3","1","0"
"55〜59歳","2","3","4","3","0","0","1","1","0"
"60〜64歳","3","3","4","1","1","0","1","0","0"
"65〜69歳","2","1","2","1","1","0","1","0","0"
"70歳以上","1","2","0","0","0","0","33","2","0"
"合計","218","68","122","90","9","0","57","11","0"
