"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","1","3","0","0","13","3","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
"〜1歳","0","4","4","0","99","17","8","2","39","0","0","0","3","0","0","0","0","0","0","0"
"1歳","0","4","7","3","231","43","12","6","44","0","6","4","3","1","0","0","0","0","2","0"
"2歳","0","0","6","8","160","40","5","2","5","0","4","12","1","0","0","0","0","0","0","0"
"3歳","0","2","3","21","115","34","4","6","1","0","1","9","1","0","0","0","0","0","0","0"
"4歳","0","0","0","16","88","21","4","9","0","0","1","11","1","0","0","0","0","0","0","0"
"5歳","2","0","2","30","113","20","2","12","0","0","2","12","1","0","0","0","0","0","0","0"
"6歳","1","0","0","35","57","9","1","7","0","0","0","12","0","0","0","0","0","1","0","0"
"7歳","1","0","2","32","59","7","0","12","0","0","0","12","0","0","0","0","0","0","0","0"
"8歳","1","0","1","20","58","3","0","8","0","0","0","10","0","0","0","0","0","0","0","0"
"9歳","1","0","1","14","40","5","1","4","0","0","0","4","0","0","0","0","0","0","0","0"
"10〜14歳","3","0","1","21","79","5","0","6","0","1","0","9","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","0","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","1","9","123","1","0","3","0","4","2","3","0","0","0","2","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","1","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","13","13","28","210","1245","208","38","77","89","5","16","98","11","2","1","12","0","2","2","0"
