"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","3","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","0","0","0","18","1","1","0","22","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","11","0","0","1","36","10","2","0","10","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0"
"2歳","22","0","0","1","42","24","2","1","1","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"3歳","15","0","0","2","33","13","1","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"4歳","21","0","0","5","50","23","0","7","0","0","0","0","2","14","0","0","0","0","0","0","0","0","0","0"
"5歳","34","0","0","6","35","9","0","3","0","0","0","1","1","5","0","0","0","0","0","0","0","0","0","0"
"6歳","28","0","0","4","45","6","0","5","1","0","0","0","0","14","1","0","0","0","0","0","0","0","0","0"
"7歳","24","0","0","6","34","3","0","2","0","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0"
"8歳","23","0","0","4","28","1","0","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"9歳","12","0","0","3","19","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","52","0","0","0","40","1","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","19","0","0","0","9","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","54","0","0","7","89","2","1","1","0","0","0","0","0","4","0","0","0","2","0","0","0","0","0","1"
"30〜39歳","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"40〜49歳","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"50〜59歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","431","0","0","39","481","97","7","23","36","0","0","1","6","74","2","0","0","6","0","0","0","0","0","1"
