"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","1","1","0","0","4","1","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","1","1","0","49","11","3","0","38","0","0","0","0","1","2","1","0","0","0","0","0","0","0"
"1歳","1","8","3","0","94","30","30","3","26","0","2","1","0","6","0","0","0","0","1","0","0","0","0"
"2歳","3","1","4","3","96","26","28","2","3","0","0","0","0","7","2","0","0","0","0","0","1","0","0"
"3歳","6","1","1","2","91","26","30","3","0","0","0","0","0","16","1","0","0","0","1","0","1","0","0"
"4歳","1","2","2","6","96","16","20","4","1","0","0","1","0","12","0","0","0","0","0","0","0","0","0"
"5歳","7","1","2","7","73","14","10","6","0","0","0","2","0","16","0","0","0","0","0","0","0","0","0"
"6歳","5","2","1","20","71","8","4","2","0","0","0","1","0","13","0","0","0","0","0","0","3","0","0"
"7歳","1","1","0","14","54","3","2","3","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0"
"8歳","4","0","0","4","30","8","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"9歳","3","0","0","7","22","1","1","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
"10〜14歳","9","0","0","11","55","6","3","1","0","0","0","0","0","6","0","1","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","14","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","6","4","0","7","125","1","3","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"30〜39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"40〜49歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","58","22","14","82","874","151","136","28","72","0","2","5","0","93","8","2","0","7","2","0","5","0","0"
