"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","10","4","0","0","3","1","5","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","0","12","6","0","0","34","0","45","1","9","10","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","23","13","4","9","52","1","147","0","19","30","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","1","1"
"2歳","4","10","4","4","7","36","1","113","3","4","14","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","3","5","2","2","14","28","1","85","5","3","7","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","2","5","0","0","12","26","2","80","4","0","10","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","4","7","0","3","16","25","2","55","10","2","6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","3","5","0","2","26","26","0","33","5","0","4","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"7歳","3","9","0","0","22","16","0","22","6","0","3","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","3","9","1","0","13","25","3","12","4","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","1","11","0","0","13","21","2","6","1","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","5","70","0","1","12","21","1","16","2","0","6","1","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","3","43","0","0","3","7","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","5","112","0","2","11","26","0","4","0","0","1","0","0","0","0","1","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"30〜39歳","2","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"40〜49歳","5","122","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0","1","0","1"
"50〜59歳","3","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"60〜69歳","2","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","9","0","0","0","0","0","1","0","2","0","7"
"70〜79歳","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","22","0","0","0","0","0","0","0","2","0","20"
"80歳以上","9","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","7","3","33"
"合計","57","872","30","18","158","346","14","626","41","37","98","3","3","1","0","5","1","0","20","1","1","1","88","0","0","0","0","0","1","0","12","4","73"
