"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","27","2","0","0","128","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","37","1","10","3","143","0","0","1","5","2","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","79","0","3","8","116","2","5","0","2","0","0","1","0","0","0","0","0","0","0","0","4","","","","","",""
"区西部","56","1","2","4","162","2","0","0","1","0","1","0","2","0","0","0","0","0","0","0","2","","","","","",""
"区西北部","76","3","1","2","143","0","1","0","3","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","41","1","3","3","139","1","2","0","2","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","31","3","0","1","184","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","13","0","0","1","16","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"南多摩","99","3","0","2","133","2","6","2","1","1","1","1","0","0","1","0","0","0","0","0","1","","","","","",""
"北多摩西部","26","2","0","1","74","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","38","1","2","2","73","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩北部","21","3","6","1","135","1","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","544","20","27","28","1450","13","19","3","26","3","7","5","3","0","2","0","0","0","0","0","8","","","","","",""
