"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","1","0"
"1〜4歳","0","0","0","0","0","0","8","3","0"
"5〜9歳","0","0","0","0","0","0","5","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","0","1","0","0","0","0","0"
"20〜24歳","14","4","3","13","0","1","0","0","0"
"25〜29歳","34","4","6","26","0","1","0","0","0"
"30〜34歳","23","8","11","15","0","0","0","1","0"
"35〜39歳","24","7","3","14","0","0","0","1","0"
"40〜44歳","15","5","4","5","1","1","3","0","0"
"45〜49歳","11","3","2","2","0","0","0","0","0"
"50〜54歳","2","1","5","1","0","1","5","0","0"
"55〜59歳","0","2","2","1","0","0","6","0","1"
"60〜64歳","4","2","1","0","0","0","6","0","1"
"65〜69歳","1","0","0","0","0","0","11","2","1"
"70歳以上","0","3","0","1","0","0","39","3","2"
"合計","130","39","37","79","1","4","88","11","5"
