"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","8","0","0","5","1","0","0","0","1","0","0","2","0","0","0","0","0","1","0"
"〜1歳","0","16","0","0","26","3","10","0","21","0","1","1","1","0","0","0","0","0","0","0"
"1歳","0","25","3","8","43","4","23","1","25","0","5","3","0","0","0","0","0","0","1","0"
"2歳","0","7","1","3","36","11","19","1","3","1","1","6","1","0","0","0","0","0","2","0"
"3歳","0","5","3","9","33","7","11","2","1","0","3","2","1","0","0","0","0","0","1","0"
"4歳","1","1","3","15","24","16","5","6","0","0","1","6","1","0","0","1","0","0","1","0"
"5歳","0","0","3","22","22","0","14","3","0","0","2","11","0","0","0","0","0","0","1","0"
"6歳","0","1","1","19","25","2","5","0","0","0","1","5","0","0","0","0","0","0","0","0"
"7歳","0","0","0","10","14","3","2","1","0","0","0","2","1","0","0","0","0","0","0","0"
"8歳","0","0","1","5","8","0","5","0","0","0","0","6","1","0","0","0","0","0","0","0"
"9歳","0","0","0","3","7","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","0","8","27","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","1","6","40","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","4","63","16","108","323","48","98","15","50","3","16","44","9","0","0","7","0","0","7","2"
