"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","21","3","8","23","62","6","1","10","9","0","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区南部","34","2","3","44","103","5","3","14","6","1","0","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","28","1","6","47","86","9","4","7","5","0","0","1","1","1","0","3","0","0","1","0","0","1","","","","","",""
"区西部","11","4","3","20","84","3","3","21","10","0","1","0","2","1","0","0","1","0","0","0","0","0","","","","","",""
"区西北部","36","1","7","30","76","11","8","24","6","1","3","5","3","0","0","1","0","0","0","0","1","0","","","","","",""
"区東北部","20","3","7","42","100","5","2","23","6","0","1","3","2","0","0","1","0","0","1","0","1","1","","","","","",""
"区東部","24","1","4","70","120","4","2","28","11","0","0","7","0","0","0","1","1","0","0","0","0","0","","","","","",""
"西多摩","8","0","0","2","17","3","0","5","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","13","1","8","87","178","16","2","32","12","3","2","3","3","1","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","8","0","1","19","57","1","1","10","1","0","0","1","0","0","0","0","0","0","1","1","0","0","","","","","",""
"北多摩南部","21","1","5","29","82","5","3","14","7","1","0","3","1","0","0","0","0","0","2","0","2","1","","","","","",""
"北多摩北部","10","0","2","33","72","10","2","14","6","1","1","4","1","0","0","1","1","0","1","0","0","0","","","","","",""
"島しょ","20","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","254","17","54","447","1037","78","31","202","81","7","8","31","14","3","0","13","3","0","6","1","4","3","","","","","",""
