"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","16","9","1","10","0","2","6","3","0","",""
"区南部","0","1","0","1","0","0","6","0","0","",""
"区西南部","5","1","1","0","0","0","16","0","0","",""
"区西部","23","4","1","16","0","0","23","2","11","",""
"区西北部","29","5","9","13","0","1","11","0","0","",""
"区東北部","12","0","2","6","0","0","0","0","0","",""
"区東部","29","11","6","32","0","0","0","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","5","0","0","",""
"北多摩西部","3","0","1","19","0","0","0","0","0","",""
"北多摩南部","7","3","3","6","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","124","34","24","103","0","3","69","6","11","",""
