"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","291","52","2","1","14","55","15","2","15","3","2","1","0","0","0","1","0","1","3","0","0","12","4","","","","","",""
"区南部","282","53","3","6","5","57","7","1","9","2","0","0","0","0","1","1","0","0","1","0","0","2","0","","","","","",""
"区西南部","292","51","1","0","9","51","8","1","24","2","0","0","0","0","0","3","0","1","1","0","0","11","6","","","","","",""
"区西部","370","67","4","1","15","75","1","3","24","1","0","0","0","3","0","1","0","0","2","0","0","9","10","","","","","",""
"区西北部","686","115","5","1","35","95","8","1","51","2","0","1","2","2","1","5","0","0","3","0","0","2","1","","","","","",""
"区東北部","514","96","10","4","15","70","10","3","25","3","0","0","1","1","0","1","0","0","1","0","0","8","1","","","","","",""
"区東部","513","75","2","0","18","69","10","2","40","1","0","2","1","0","0","4","0","0","1","0","0","6","4","","","","","",""
"西多摩","132","33","0","0","1","22","2","0","2","1","0","0","0","0","0","0","0","0","1","0","0","2","2","","","","","",""
"南多摩","599","98","1","3","20","64","2","4","30","7","1","1","1","0","0","2","0","0","0","0","0","3","7","","","","","",""
"北多摩西部","221","43","1","1","9","21","1","1","11","1","0","0","1","0","0","1","0","0","1","0","0","1","1","","","","","",""
"北多摩南部","411","74","3","1","21","73","5","2","22","1","0","1","0","0","0","1","0","0","2","0","0","14","3","","","","","",""
"北多摩北部","272","49","2","2","15","53","2","1","38","2","0","0","0","0","0","0","0","1","3","0","0","23","8","","","","","",""
"島しょ","41","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","","","","","",""
"合計","4624","815","34","20","177","705","71","21","291","26","3","6","6","6","2","20","0","3","19","0","0","94","52","","","","","",""
