"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","13","4","23","75","10","5","4","6","0","2","2","0","0","0","5","0","0","0","0","0","0","","","","","",""
"区南部","6","21","4","29","79","12","3","7","5","0","1","2","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","28","13","18","13","96","11","8","6","6","0","1","1","4","1","0","1","0","0","2","0","0","0","","","","","",""
"区西部","8","20","5","15","61","7","6","2","8","0","1","1","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","20","11","1","33","62","11","4","13","11","0","0","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","31","16","7","20","108","18","14","6","7","0","2","6","0","0","0","1","0","0","1","1","0","0","","","","","",""
"区東部","20","25","11","47","119","5","16","8","12","0","3","7","4","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","4","0","3","12","1","1","0","3","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"南多摩","13","27","8","91","132","12","7","17","12","1","2","5","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","3","6","1","20","47","4","6","8","8","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","8","13","4","31","58","15","4","4","8","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","4","27","9","37","30","9","3","6","7","0","4","4","0","0","1","0","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","150","196","72","362","879","115","77","81","93","2","17","35","12","2","1","10","0","0","4","1","0","0","","","","","",""
