"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","8","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","0","16","4","0","1","16","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"1歳","0","0","0","1","38","18","5","0","11","0","0","2","2","2","5","0","0","0","0","0","0","0","0","0"
"2歳","0","0","0","1","26","15","1","2","0","0","0","1","0","1","4","0","0","0","0","0","0","0","0","0"
"3歳","0","0","1","1","28","17","0","0","0","1","0","2","0","4","1","0","0","0","0","0","0","0","0","0"
"4歳","0","0","1","5","26","14","1","2","0","0","0","2","1","4","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","1","10","30","11","0","2","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0"
"6歳","0","0","1","8","30","3","0","2","0","0","1","1","0","4","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","3","23","3","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","2","20","1","0","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0"
"9歳","0","0","0","0","15","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","2","29","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","11","0","1","0","0","0","0","1","2","1","0","1","0","0","0","0","0","0","0","2"
"20〜29歳","0","0","0","1","55","1","0","0","0","0","0","2","0","4","1","0","0","4","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","5","35","355","91","8","12","30","1","1","13","5","29","17","1","0","10","1","0","2","0","0","3"
