"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","7","0","0","0","11","0","1","0","3","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"〜1歳","38","2","2","3","46","13","0","3","36","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"1歳","120","1","1","4","163","35","5","2","31","0","0","3","0","1","3","0","0","0","0","0","0","0","0"
"2歳","151","1","4","11","85","30","2","6","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0"
"3歳","203","0","5","15","86","34","1","5","0","0","0","1","0","4","0","1","0","0","0","0","0","0","0"
"4歳","229","0","2","12","50","32","0","4","0","0","0","0","1","5","0","0","0","1","0","0","0","0","0"
"5歳","218","0","2","28","35","12","0","15","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
"6歳","221","0","4","15","43","11","0","12","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
"7歳","210","0","0","13","27","6","0","6","0","0","0","1","0","2","1","0","0","0","0","0","0","0","0"
"8歳","195","0","2","13","21","6","0","8","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"9歳","187","0","1","18","35","3","0","8","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0"
"10〜14歳","531","0","1","16","44","2","0","4","0","0","0","0","3","4","0","0","0","0","0","0","1","0","0"
"15〜19歳","212","0","0","3","12","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4"
"20〜29歳","365","0","0","20","121","5","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"30〜39歳","385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","2"
"40〜49歳","313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"80歳以上","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3872","4","24","171","779","189","9","75","72","0","0","5","9","39","9","1","0","11","0","0","1","0","8"
