"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","0","0"
"1〜4歳","0","0","0","0","0","0","3","2","0"
"5〜9歳","0","0","0","0","0","0","3","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","7","2","0","1","1","0","2","0","0"
"20〜24歳","45","12","8","14","0","0","1","0","0"
"25〜29歳","54","8","14","21","5","0","2","0","0"
"30〜34歳","30","5","11","12","1","0","0","0","0"
"35〜39歳","20","7","14","14","2","0","2","0","0"
"40〜44歳","22","8","6","11","1","0","1","0","0"
"45〜49歳","10","2","7","11","1","0","1","0","0"
"50〜54歳","6","2","9","5","1","0","0","0","0"
"55〜59歳","4","4","4","2","0","0","2","0","0"
"60〜64歳","2","3","0","1","1","0","3","0","0"
"65〜69歳","4","3","1","3","0","0","2","0","0"
"70歳以上","1","2","0","0","0","0","24","3","0"
"合計","205","58","74","95","13","0","51","5","0"
