"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","8","0"
"1〜4歳","0","0","0","0","0","0","6","25","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","3","0","0"
"15〜19歳","15","3","3","8","0","0","1","2","0"
"20〜24歳","48","17","12","13","2","1","1","1","0"
"25〜29歳","47","24","17","19","3","3","0","0","0"
"30〜34歳","38","10","11","15","5","1","0","0","0"
"35〜39歳","24","10","10","10","2","2","1","3","0"
"40〜44歳","14","12","8","10","1","1","1","1","0"
"45〜49歳","8","6","4","1","0","1","3","0","0"
"50〜54歳","7","3","1","2","0","1","3","0","0"
"55〜59歳","6","2","0","2","1","1","7","0","1"
"60〜64歳","1","3","1","0","0","0","11","2","0"
"65〜69歳","2","2","0","1","0","0","15","0","0"
"70歳以上","1","1","1","1","0","0","66","4","0"
"合計","211","93","68","82","14","11","127","46","1"
