"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","3","0","0","3","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中央区","0","2","1","3","4","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","6","1","1","7","3","1","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","9","0","3","10","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","1","0","1","2","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"台東","0","1","1","0","11","0","3","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","0","3","3","0","1","0","2","0","5","1","3","0","0","1","0","0","1","0","0","0","","","","","",""
"江東区","0","1","1","6","31","9","2","6","3","0","8","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","0","2","0","2","15","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","0","5","1","0","3","4","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","1","8","9","16","30","7","0","1","5","0","6","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","2","2","4","17","0","3","0","3","0","3","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"渋谷区","0","1","0","1","4","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"中野区","0","1","0","5","10","0","0","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","1","0","4","18","0","1","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","2","0","1","6","0","2","0","0","0","5","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"北区","0","0","0","0","5","3","3","1","3","0","2","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","8","1","4","4","5","2","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","2","10","1","7","3","6","0","2","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","1","1","0","7","20","3","1","4","5","0","8","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","2","3","5","23","3","6","0","4","0","6","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","6","0","7","10","3","4","0","3","0","3","2","3","0","0","1","0","0","0","0","0","0","","","","","",""
"江戸川","0","0","3","11","25","2","3","0","3","0","6","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","7","2","11","22","3","1","6","4","0","1","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"町田市","0","1","8","1","17","1","5","6","2","0","1","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","3","6","1","4","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","4","1","11","10","1","2","0","1","0","5","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","4","2","24","16","1","2","1","3","0","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","12","3","3","5","28","8","7","4","4","1","3","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","9","3","15","20","10","5","1","5","0","9","2","1","0","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","15","86","42","156","392","65","68","41","78","1","93","36","12","2","0","10","0","2","2","0","0","0","","","","","",""
