"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","43","2","106","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中央区","51","2","147","0","0","0","11","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","133","5","417","0","1","1","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"新宿区","149","2","286","0","1","3","8","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","","","","","","",""
"文京","211","2","507","0","0","3","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"台東","121","0","369","3","1","4","33","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","146","7","235","1","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"江東区","334","5","641","3","0","5","34","0","3","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","154","9","341","1","0","6","17","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","118","3","242","1","0","3","8","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","540","14","929","0","1","11","69","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"世田谷","507","14","1097","2","0","8","46","2","0","0","0","1","0","0","0","0","4","0","0","0","0","0","14","3","","","","","","",""
"渋谷区","135","10","269","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","","","","","","",""
"中野区","355","1","925","1","0","8","20","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","321","6","537","0","1","0","34","1","0","0","0","0","0","0","1","0","0","0","0","2","0","0","4","0","","","","","","",""
"池袋","209","4","482","2","0","5","10","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"北区","258","5","500","0","0","7","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","245","5","391","1","1","8","17","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","320","6","703","1","0","5","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","","","","","","",""
"練馬区","477","5","951","0","0","15","24","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","357","10","998","3","6","8","24","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","258","4","518","0","0","6","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","","","","","","",""
"江戸川","462","8","1110","2","2","19","29","0","1","1","2","2","0","2","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"八王子市","932","10","1823","1","0","34","37","3","0","1","4","0","0","0","0","0","0","0","0","0","0","0","1","14","","","","","","",""
"町田市","774","4","1408","3","2","36","39","3","2","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","233","17","319","0","0","8","10","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","","","","","","",""
"南多摩","516","7","894","0","0","10","18","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","578","6","959","1","0","7","11","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","","","","","","",""
"多摩府中","867","15","1811","0","1","29","49","1","0","1","1","1","0","1","0","0","1","0","0","0","0","0","13","4","","","","","","",""
"多摩小平","791","6","1650","3","3","25","54","2","1","3","3","0","1","0","0","0","1","0","0","1","0","0","7","4","","","","","","",""
"島しょ","57","8","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","10652","202","21637","29","20","274","680","29","9","12","26","11","3","3","1","0","11","0","0","7","0","0","57","28","","","","","","",""
