"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","2","5","0","4","0","0","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","1","5","8","0","14","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","5","1","4","18","0","17","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","3","1","12","24","2","20","0","2","9","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","1","0","2","5","0","9","0","1","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","1","3","6","29","2","14","2","4","6","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","0","1","0","6","1","6","0","1","4","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","1","6","1","15","34","4","78","0","1","10","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","2","4","28","1","11","0","1","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","2","1","15","15","1","33","1","1","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","6","6","25","68","3","31","3","2","9","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"世田谷","1","0","7","29","46","9","56","0","2","14","3","2","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","1","0","0","3","13","0","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","2","1","12","14","0","25","3","4","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","2","1","8","38","3","16","0","3","3","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","2","1","2","6","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"北区","0","0","2","2","16","4","27","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","4","6","3","19","3","8","2","2","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","3","2","0","7","21","9","23","0","1","7","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","0","1","4","18","22","9","48","1","6","11","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","3","2","4","14","59","3","20","3","2","8","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","6","29","2","29","0","3","3","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","0","2","17","38","2","38","5","3","18","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","2","3","6","27","63","5","25","1","4","6","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","0","1","1","26","37","1","16","2","3","15","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","6","5","15","0","4","1","1","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","3","4","5","31","5","2","2","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","6","0","11","16","2","24","4","2","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","3","5","30","61","17","54","6","2","11","4","6","0","0","0","0","0","1","0","0","0","","","","","",""
"多摩小平","0","6","13","39","44","12","64","7","1","12","2","1","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","14","61","80","355","828","100","722","43","59","177","22","17","3","0","9","0","0","2","0","0","0","","","","","",""
