"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","17","2","4","5","0","0","2","0","0","",""
"区南部","25","5","1","4","2","0","0","0","0","",""
"区西南部","10","7","5","0","2","0","2","0","0","",""
"区西部","12","7","3","2","0","0","6","0","0","",""
"区西北部","6","1","2","2","2","0","2","0","0","",""
"区東北部","7","0","0","1","0","0","0","0","0","",""
"区東部","6","2","1","1","1","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","1","",""
"南多摩","8","0","1","0","0","0","0","0","0","",""
"北多摩西部","7","0","0","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","5","0","0","",""
"北多摩北部","1","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","99","24","17","16","7","0","18","0","1","",""
