"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","1","0","0","0","11","4","0","0","2","1","0","0","1","0","1","0","0","0","0","0","0","0","0"
"〜1歳","0","0","5","4","53","17","1","1","53","0","0","1","7","0","8","0","0","0","0","0","0","0","0"
"1歳","1","0","15","6","109","51","7","4","48","0","0","6","6","1","3","3","0","1","0","0","0","0","0"
"2歳","1","0","9","9","82","37","2","4","4","0","0","4","2","4","1","1","0","1","0","0","0","0","0"
"3歳","1","0","9","38","91","54","4","8","0","0","0","5","1","8","1","2","0","0","0","0","0","0","0"
"4歳","1","0","14","60","66","34","3","10","1","0","0","2","1","4","0","0","0","3","0","0","0","0","0"
"5歳","6","0","14","47","56","29","2","13","0","0","0","2","1","9","1","0","0","0","0","0","0","0","0"
"6歳","2","0","8","63","58","21","1","15","0","0","0","1","1","4","0","0","0","2","0","0","0","0","0"
"7歳","1","0","11","47","38","4","0","5","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0"
"8歳","1","0","3","33","18","8","0","4","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0"
"9歳","1","0","2","21","24","4","1","7","0","0","1","0","0","4","0","0","0","1","0","0","0","0","0"
"10〜14歳","2","0","3","31","59","6","1","5","0","0","0","1","7","1","0","0","0","0","0","0","1","0","0"
"15〜19歳","2","0","0","2","9","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","2"
"20〜29歳","4","4","0","28","83","6","2","1","0","1","1","5","5","3","2","0","0","5","0","0","1","0","14"
"30〜39歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","2","0","4"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","34","4","93","389","757","275","24","77","108","2","2","29","35","45","18","6","1","24","0","0","6","0","22"
