"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","39","0","89","2","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中央区","32","0","122","0","0","1","12","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","71","2","236","0","0","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","","","","","","",""
"新宿区","73","5","207","3","0","2","12","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","","","","","","",""
"文京","124","3","376","0","1","1","11","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"台東","109","0","316","0","0","0","31","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","99","2","134","0","0","2","12","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","3","0","","","","","","",""
"江東区","187","2","501","0","0","11","48","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","119","2","275","0","0","8","12","2","0","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"目黒区","49","2","172","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","195","6","505","2","2","21","49","5","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"世田谷","220","6","796","3","1","20","51","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","3","1","","","","","","",""
"渋谷区","70","2","163","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"中野区","122","1","615","0","0","5","20","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","152","1","388","1","2","3","22","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","","","","","","",""
"池袋","83","2","292","0","0","1","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","148","4","332","0","0","6","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","99","1","276","0","0","6","26","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","205","10","554","0","2","2","39","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","","","","","","",""
"練馬区","257","5","694","2","1","16","36","5","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","227","5","818","2","9","11","37","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","129","3","337","1","0","6","11","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","5","2","","","","","","",""
"江戸川","226","4","742","1","2","28","27","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","428","4","1273","0","4","31","22","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","7","","","","","","",""
"町田市","323","1","906","0","0","29","46","2","0","0","5","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","159","3","312","0","0","6","4","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","","","","","","",""
"南多摩","186","6","554","0","1","4","20","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","239","3","547","1","0","5","14","0","0","1","1","0","2","0","0","0","1","0","0","0","0","0","3","0","","","","","","",""
"多摩府中","443","23","1318","4","1","42","56","8","0","3","0","0","0","1","0","0","0","0","0","1","0","0","7","0","","","","","","",""
"多摩小平","424","7","1123","3","2","16","61","5","0","1","3","1","0","0","0","0","1","0","0","1","0","0","15","3","","","","","","",""
"島しょ","8","0","21","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","5245","115","14994","25","28","286","741","40","2","10","24","4","7","8","4","0","6","0","0","11","0","0","51","14","","","","","","",""
