"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","3","0","0","1","3","0","3","0","1","1","0","0","0","0","0","0"
"〜1歳","0","0","1","0","25","8","6","1","33","0","15","0","3","0","0","0","0","0","0","0"
"1歳","0","0","9","12","64","10","26","2","14","0","79","2","8","0","0","0","0","0","2","0"
"2歳","1","0","9","14","36","13","19","1","1","0","53","4","2","0","0","0","0","0","0","0"
"3歳","0","0","11","26","49","18","23","4","0","0","29","9","3","0","0","2","0","0","0","0"
"4歳","0","0","13","32","62","18","9","4","0","0","27","7","3","0","0","0","0","0","0","0"
"5歳","0","0","9","31","38","10","10","1","1","0","18","12","2","0","0","0","0","0","0","0"
"6歳","0","0","3","28","28","9","2","1","0","0","8","8","1","0","0","0","0","0","0","0"
"7歳","0","0","1","20","35","3","4","3","0","0","3","5","1","0","0","0","0","0","0","0"
"8歳","0","0","1","13","18","11","0","0","0","0","2","2","1","0","0","0","0","0","0","0"
"9歳","0","0","1","9","16","0","0","0","0","0","3","5","0","0","0","1","0","0","0","0"
"10〜14歳","1","0","0","9","54","1","2","0","0","0","0","1","1","0","0","3","0","0","0","0"
"15〜19歳","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","0","8","34","0","0","0","0","2","1","0","0","0","0","4","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","5","0","58","203","470","101","101","18","52","2","241","55","26","1","0","14","0","0","2","0"
