"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","721","76","5","1","19","81","2","5","11","2","0","1","1","0","0","1","0","0","2","0","0","9","6","","","","","",""
"区南部","731","86","3","8","19","78","2","3","17","1","1","1","0","0","0","0","0","0","0","0","0","6","1","","","","","",""
"区西南部","874","58","7","1","12","51","2","6","12","1","0","1","2","0","0","4","0","0","1","0","0","19","5","","","","","",""
"区西部","911","65","8","2","29","80","5","6","26","2","0","1","1","2","0","1","0","0","1","0","0","9","7","","","","","",""
"区西北部","1543","146","1","4","61","128","8","4","46","6","1","1","1","1","0","4","0","0","1","0","0","5","3","","","","","",""
"区東北部","1039","76","9","12","30","82","4","11","37","3","0","0","1","0","0","1","0","0","1","0","1","4","2","","","","","",""
"区東部","1288","101","5","2","34","109","4","2","54","3","0","2","1","0","0","6","0","0","2","0","0","9","3","","","","","",""
"西多摩","310","28","0","1","1","20","1","2","6","0","0","0","0","0","0","0","0","0","4","0","0","6","2","","","","","",""
"南多摩","1746","128","2","1","15","67","1","7","29","1","0","1","0","1","0","2","0","0","0","0","0","14","7","","","","","",""
"北多摩西部","647","61","1","0","14","17","3","2","4","1","0","0","1","0","0","0","0","0","1","0","0","8","4","","","","","",""
"北多摩南部","980","57","4","3","17","75","7","1","27","3","0","0","0","0","0","1","1","0","7","0","0","27","8","","","","","",""
"北多摩北部","838","73","5","2","47","59","2","1","27","2","1","2","0","0","0","0","0","0","5","0","0","19","9","","","","","",""
"島しょ","36","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","11664","959","50","37","298","847","41","50","296","25","3","10","8","4","0","20","1","0","25","0","1","135","57","","","","","",""
