"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","2","0"
"1〜4歳","0","0","0","0","0","0","4","11","0"
"5〜9歳","0","0","0","0","0","0","1","3","0"
"10〜14歳","0","0","0","0","0","0","2","1","0"
"15〜19歳","3","0","2","3","0","0","0","0","0"
"20〜24歳","12","3","4","16","0","0","1","0","0"
"25〜29歳","19","6","4","21","0","0","2","1","0"
"30〜34歳","23","7","3","10","0","2","1","0","0"
"35〜39歳","17","3","4","7","0","0","2","0","0"
"40〜44歳","12","3","2","3","0","1","1","0","0"
"45〜49歳","3","1","2","0","0","0","1","1","0"
"50〜54歳","3","4","0","3","0","0","4","2","0"
"55〜59歳","2","2","0","0","0","1","6","2","0"
"60〜64歳","0","0","0","1","0","0","9","1","2"
"65〜69歳","0","0","0","0","1","0","9","0","0"
"70歳以上","0","1","0","0","0","0","33","6","0"
"合計","94","30","21","64","1","4","80","30","2"
