"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","0","0"
"1〜4歳","0","0","0","0","0","0","1","0","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","1","1","1","0","0","0","0","0"
"20〜24歳","18","0","10","5","0","0","2","0","0"
"25〜29歳","18","1","16","14","0","0","1","0","0"
"30〜34歳","22","7","12","11","0","0","1","0","0"
"35〜39歳","8","7","9","7","0","0","0","0","0"
"40〜44歳","19","2","5","8","0","0","1","0","0"
"45〜49歳","10","4","0","5","0","0","0","0","0"
"50〜54歳","5","4","2","3","0","0","0","0","0"
"55〜59歳","4","2","1","3","0","0","0","0","0"
"60〜64歳","3","0","1","0","0","0","3","0","0"
"65〜69歳","1","1","1","1","0","0","3","0","0"
"70歳以上","1","0","0","0","0","0","18","1","0"
"合計","111","29","58","58","0","0","36","1","0"
