"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","14","16","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","15","11","0","0","0","9","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","40","20","1","6","0","5","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","49","44","0","8","1","6","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"文京","69","43","0","1","3","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","37","15","0","3","7","12","1","10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","49","71","0","6","0","2","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","59","48","0","7","2","14","0","2","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","53","29","1","10","13","11","1","4","0","1","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","43","34","0","5","3","3","0","6","0","0","0","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"大田区","94","103","0","18","9","24","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","151","122","1","29","11","18","1","16","1","3","8","1","1","0","0","3","0","0","0","0","0","2","","","","","",""
"渋谷区","24","20","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中野区","109","50","0","5","9","20","0","11","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","115","90","0","11","6","8","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","45","50","0","1","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","76","62","0","5","2","7","0","8","0","4","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","85","56","1","5","3","5","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","94","54","0","2","2","14","0","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","111","104","0","6","5","8","0","12","1","0","4","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","78","95","0","3","7","21","1","4","1","2","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","59","52","1","5","1","7","0","3","0","0","4","1","0","0","0","1","0","0","0","0","0","2","","","","","",""
"江戸川","152","97","0","13","6","15","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","118","100","0","4","12","18","0","12","0","2","4","0","0","0","0","9","0","0","0","0","0","0","","","","","",""
"町田市","58","58","0","5","6","20","3","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","24","67","0","3","2","3","2","4","0","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","61","51","0","6","3","6","1","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","86","91","0","0","8","8","0","8","0","0","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","220","170","0","7","37","24","1","12","1","2","6","0","6","0","0","0","1","0","1","0","0","1","","","","","",""
"多摩小平","126","139","3","9","16","27","2","21","0","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","12","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2314","1974","8","184","175","319","14","193","4","26","51","7","10","0","0","19","1","0","1","0","0","7","","","","","",""
