"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","2","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","2","0","0","","","","","",""
"中央区","3","0","0","5","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","12","0","2","6","22","0","0","1","4","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","12","2","0","6","21","0","0","0","2","0","0","0","0","2","0","1","1","0","1","0","0","","","","","",""
"文京","6","0","0","2","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","11","1","0","1","19","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","14","0","2","6","7","2","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","27","0","0","8","78","4","0","1","4","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","8","0","2","4","24","2","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","10","0","1","2","6","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","75","3","2","13","70","0","0","10","4","2","0","4","2","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","77","0","0","18","54","3","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","7","0","0","2","14","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","25","0","0","10","20","3","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","48","1","0","14","48","2","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","13","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","18","0","0","7","17","1","0","1","4","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","38","0","2","5","19","3","1","1","1","2","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","25","0","0","5","31","3","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","36","0","1","15","63","17","0","6","3","2","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","121","0","0","18","52","3","0","1","5","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","65","0","0","5","44","0","0","2","5","0","0","0","0","0","0","1","0","0","2","0","0","","","","","",""
"江戸川","32","2","1","20","56","5","0","7","4","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","101","1","0","25","88","9","0","7","8","0","1","2","1","0","0","2","0","0","0","0","0","","","","","",""
"町田市","47","0","0","21","52","7","0","2","3","0","2","0","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","62","0","0","6","37","2","0","2","6","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","17","0","0","12","48","5","0","3","3","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","63","0","0","10","48","10","0","0","5","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","35","0","1","23","90","12","0","10","11","0","0","0","2","0","0","1","0","0","0","0","0","","","","","",""
"多摩小平","72","0","2","42","82","6","0","9","12","0","0","0","2","0","0","1","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1082","12","16","312","1140","103","1","78","102","7","5","24","15","3","0","6","2","0","6","0","0","","","","","",""
