"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","5","1","0","1","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","0","25","3","0","1","23","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1歳","3","0","1","0","57","23","1","0","3","0","0","1","3","1","1","0","0","0","0","0","0","0","0","0"
"2歳","0","0","0","1","42","12","0","2","0","0","0","1","1","4","0","0","0","0","0","0","0","0","0","0"
"3歳","3","0","0","2","49","11","0","1","0","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0"
"4歳","2","0","0","6","38","13","1","7","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0"
"5歳","1","0","0","8","47","10","0","6","0","0","0","0","0","6","0","1","0","0","0","0","0","0","0","0"
"6歳","1","0","0","4","42","1","0","8","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"7歳","1","0","0","10","23","1","0","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","0","3","20","1","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","0","21","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","4","0","0","1","55","2","0","7","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","9","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","12","0","1","3","181","1","0","1","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0"
"30〜39歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"40〜49歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","57","0","2","38","635","80","2","40","33","1","1","3","8","41","1","1","0","11","0","0","0","0","0","0"
