"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","6","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","0","3","0","1","5","0","4","3","0","0","1","2","0","0","0","0","0","0","1","1","0","0","","","","","",""
"新宿区","0","6","0","2","5","0","3","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"文京","0","0","0","0","3","0","4","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","0","1","2","1","4","0","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","2","1","0","1","0","3","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","","","","","",""
"江東区","1","0","0","1","11","2","11","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","2","12","0","4","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","5","0","3","3","1","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","11","4","2","10","0","16","1","3","0","7","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","0","8","0","8","14","5","14","0","1","0","1","1","1","0","0","2","1","1","0","0","0","0","","","","","",""
"渋谷区","1","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","1","0","1","23","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","1","0","1","3","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","1","6","0","15","0","4","0","3","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","7","1","2","2","1","3","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","1","3","4","12","2","1","0","0","0","2","0","0","1","0","0","1","0","0","0","","","","","",""
"練馬区","0","4","0","7","7","1","11","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","1","2","3","10","0","16","1","0","1","3","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","0","13","1","3","3","3","0","2","1","1","0","0","0","0","0","1","0","0","0","","","","","",""
"江戸川","0","8","0","6","13","4","12","0","3","0","2","3","2","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","2","1","8","20","0","17","1","2","1","1","4","2","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","1","7","15","1","8","0","2","0","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","0","3","5","0","0","0","1","0","0","2","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","0","4","2","4","5","0","10","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","9","0","9","6","7","9","2","2","0","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","1","3","9","2","8","2","32","2","5","0","1","1","5","0","0","0","0","0","2","0","0","0","","","","","",""
"多摩小平","2","12","1","11","18","2","21","3","3","0","2","2","0","0","0","0","0","0","2","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","8","89","25","87","235","31","252","32","37","2","34","30","17","0","0","11","2","1","9","1","0","0","","","","","",""
