"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1〜4歳","0","0","0","0","0","0","4","1","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","4","1","0","0","0","0","0","0","0"
"20〜24歳","17","5","5","13","0","0","0","0","0"
"25〜29歳","28","3","9","12","0","0","0","0","0"
"30〜34歳","22","3","11","6","0","0","0","0","0"
"35〜39歳","19","3","7","3","0","0","1","0","0"
"40〜44歳","13","2","10","7","0","0","1","0","0"
"45〜49歳","13","4","2","7","0","0","1","0","0"
"50〜54歳","4","2","5","0","0","0","1","0","0"
"55〜59歳","2","2","4","4","0","0","1","0","0"
"60〜64歳","2","0","1","1","0","0","3","0","0"
"65〜69歳","0","1","2","0","0","0","3","0","1"
"70歳以上","0","1","2","0","0","0","26","0","0"
"合計","124","27","58","53","0","0","44","1","1"
