"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","78","1","0","0","7","1","8","0","2","0","1","4","1","0","0","3","0","0","0","0","","","","","",""
"区南部","62","0","1","1","26","4","3","1","3","0","3","1","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","111","0","2","2","5","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","123","0","0","6","32","2","4","0","0","0","2","5","1","0","0","2","0","0","1","0","","","","","",""
"区西北部","102","0","0","0","6","3","5","1","4","0","0","5","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","81","0","0","1","8","4","1","1","5","0","3","8","0","1","0","0","0","0","0","1","","","","","",""
"区東部","130","0","0","1","8","3","7","0","5","0","7","3","0","1","0","1","0","0","0","0","","","","","",""
"西多摩","20","1","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","95","0","1","16","19","4","4","1","5","0","6","20","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","34","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","39","0","0","1","4","0","0","0","2","0","0","3","0","0","0","0","0","0","1","0","","","","","",""
"北多摩北部","112","1","0","3","8","1","2","0","3","0","3","2","1","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","987","3","4","31","125","24","40","4","33","0","25","51","5","2","0","6","0","0","2","1","","","","","",""
