"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","0","0"
"1〜4歳","0","0","0","0","0","0","3","14","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","10","0","4","6","0","0","1","0","0"
"20〜24歳","24","3","7","22","0","0","2","0","0"
"25〜29歳","35","8","3","27","0","2","2","0","0"
"30〜34歳","18","6","2","19","0","2","1","0","0"
"35〜39歳","24","5","7","14","1","0","1","0","0"
"40〜44歳","15","0","5","8","0","0","0","0","0"
"45〜49歳","7","7","3","2","0","1","2","0","1"
"50〜54歳","6","3","2","2","0","0","6","2","0"
"55〜59歳","1","1","1","1","0","0","3","0","0"
"60〜64歳","2","0","0","0","0","0","3","2","0"
"65〜69歳","0","0","0","0","0","0","11","1","1"
"70歳以上","0","1","0","0","0","0","21","3","1"
"合計","142","34","34","101","1","5","61","22","3"
