"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","22","5","6","17","1","0","6","2","0","",""
"区南部","1","1","0","0","0","0","1","0","0","",""
"区西南部","4","2","1","1","0","1","8","1","0","",""
"区西部","35","16","22","29","0","3","35","7","1","",""
"区西北部","16","7","6","11","0","2","2","1","0","",""
"区東北部","3","1","0","1","0","0","3","11","0","",""
"区東部","11","8","4","9","0","1","0","3","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","5","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","6","0","1","2","0","0","12","6","0","",""
"北多摩北部","0","0","0","0","0","0","7","14","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","98","40","40","70","1","7","79","45","1","",""
