"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1〜4歳","0","0","0","0","0","0","4","1","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","0","0","1","0","0","0","2","1","0"
"20〜24歳","6","3","5","7","0","0","0","0","0"
"25〜29歳","18","7","9","13","0","0","0","1","0"
"30〜34歳","14","10","14","13","0","0","0","0","0"
"35〜39歳","9","8","11","5","0","0","1","0","0"
"40〜44歳","19","10","7","11","0","0","2","1","0"
"45〜49歳","6","14","5","4","0","0","0","0","0"
"50〜54歳","6","7","12","3","0","0","1","0","0"
"55〜59歳","2","6","3","0","0","0","3","0","0"
"60〜64歳","1","1","2","2","0","0","6","0","0"
"65〜69歳","1","2","1","2","0","0","2","1","0"
"70歳以上","0","1","0","0","0","0","13","3","0"
"合計","82","69","70","60","0","0","38","8","0"
