"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","32","0","1","4","8","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","5","17","1","0","4","22","0","4","0","0","2","1","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","20","50","3","1","23","16","1","3","0","2","21","1","0","0","0","0","0","0","0","0","0","1","9","6","0","1","1","0"
"新宿区","6","75","19","4","5","27","0","2","0","0","17","0","0","0","0","0","0","0","1","0","0","0","11","7","1","2","2","0"
"文京","11","45","3","4","1","18","0","0","0","2","14","2","0","0","0","2","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","64","57","13","6","13","51","0","3","0","4","9","3","1","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","20","116","22","0","2","4","0","1","0","2","9","0","4","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","21","83","21","5","13","77","0","5","1","1","18","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","49","48","2","5","7","32","0","1","2","0","35","2","1","0","0","1","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","12","46","4","1","7","18","0","1","0","3","23","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","59","124","62","7","37","103","1","2","1","5","88","1","1","0","0","1","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","36","168","23","8","32","116","1","1","0","5","76","1","2","0","0","3","0","0","0","0","0","0","25","16","2","2","2","0"
"渋谷区","6","41","1","1","0","16","1","3","0","0","14","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","14","64","2","3","32","47","0","4","0","6","13","1","0","0","0","2","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","3","91","3","1","7","68","2","3","0","2","5","2","0","0","0","0","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","7","70","6","4","6","4","0","5","0","0","6","1","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","16","101","10","3","15","35","1","15","0","5","15","1","1","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","22","63","25","4","7","41","0","1","0","0","18","0","0","0","0","1","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","7","102","6","1","18","52","2","3","3","1","7","0","0","0","0","3","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","47","127","37","11","17","107","3","3","0","2","72","2","2","0","0","0","0","0","0","0","0","0","20","12","2","0","0","0"
"足立","4","101","11","12","11","98","1","8","0","2","31","1","0","0","0","0","0","0","0","0","0","0","19","13","2","0","0","0"
"葛飾区","7","66","7","0","10","73","0","10","0","2","38","0","0","0","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","29","143","30","5","21","73","0","5","0","5","68","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","33","97","23","8","42","192","1","26","3","6","72","2","1","0","0","0","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","16","31","7","1","6","78","1","6","0","2","23","4","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","33","39","0","2","5","12","1","4","0","3","22","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","11","56","14","4","14","48","1","6","1","2","23","2","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","16","76","22","0","38","87","0","25","0","2","42","1","0","0","0","1","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","77","178","40","15","44","108","2","8","0","8","63","3","2","0","0","0","0","1","0","0","0","1","33","21","3","3","3","0"
"多摩小平","48","148","31","13","46","168","6","10","3","4","158","1","0","0","0","0","0","0","0","0","0","1","22","14","2","2","2","0"
"島しょ","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","701","2487","448","130","487","1799","25","170","14","76","1007","32","16","0","0","14","0","1","1","0","0","3","415","261","38","25","25","0"
