"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","0","0"
"1〜4歳","0","0","0","0","0","0","4","4","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","4","0","0"
"15〜19歳","1","0","0","2","0","0","2","0","0"
"20〜24歳","15","5","2","8","0","0","0","1","0"
"25〜29歳","22","6","8","13","0","0","0","0","0"
"30〜34歳","22","12","14","9","0","1","0","0","0"
"35〜39歳","13","12","11","6","0","2","0","0","0"
"40〜44歳","14","14","11","7","0","1","0","0","0"
"45〜49歳","9","11","3","2","0","0","2","0","0"
"50〜54歳","7","9","3","3","1","1","1","0","0"
"55〜59歳","0","4","3","0","0","0","5","0","0"
"60〜64歳","1","3","0","0","0","1","1","1","0"
"65〜69歳","0","2","0","0","0","0","3","0","0"
"70歳以上","0","2","1","0","0","0","26","1","1"
"合計","104","80","56","50","1","6","56","8","1"
