"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","21","108","31","4","14","41","1","4","0","2","77","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","20","97","42","5","20","43","2","9","0","1","68","0","1","0","0","3","0","0","0","0","0","0","","","","","",""
"区西南部","23","122","46","7","38","60","3","3","1","4","101","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"区西部","10","119","36","0","13","71","1","3","0","2","59","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区西北部","15","245","51","11","29","68","2","8","0","5","150","2","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","17","112","32","15","16","72","0","5","0","8","89","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","24","180","31","5","14","86","1","8","0","3","84","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","7","19","2","0","1","8","0","0","0","1","17","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","128","33","7","36","105","0","26","2","2","201","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","1","55","21","0","22","28","0","2","0","1","70","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","21","119","24","10","20","45","1","8","0","5","95","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","35","74","33","1","23","56","2","10","0","0","127","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","201","1396","382","65","246","683","13","86","3","34","1138","5","9","2","0","9","0","0","0","0","0","1","","","","","",""
