"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","5","4","0","2","0","0"
"中央区","0","0","0","4","0","17","0","7","2","0","0","4","0","7","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"みなと","0","0","9","13","34","1","2","1","1","0","0","4","0","1","4","0","0","5","0","0","0","0","0","7","6","1","1","0","0"
"新宿区","0","0","2","7","9","2","1","0","1","0","0","0","0","1","0","0","0","2","0","0","0","0","0","7","6","2","2","0","0"
"文京","0","0","6","5","2","15","0","0","2","0","0","5","0","2","0","0","0","2","0","0","0","0","0","4","3","1","1","0","0"
"台東","0","0","7","9","13","3","0","1","2","1","0","20","0","1","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"墨田区","0","0","1","7","3","6","0","0","1","0","0","5","0","10","1","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"江東区","1","0","1","8","30","5","2","3","1","0","0","15","0","1","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0"
"品川区","0","1","1","5","33","10","3","2","2","0","0","19","0","10","1","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"目黒区","0","0","0","5","3","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"大田区","0","0","40","22","40","21","6","10","5","0","0","40","0","7","1","0","0","0","0","0","0","0","0","10","9","1","1","0","0"
"世田谷","0","0","14","13","54","13","4","5","3","0","0","41","0","12","1","0","0","0","1","0","0","0","0","9","8","0","2","0","0"
"渋谷区","0","0","3","1","15","1","6","2","4","0","0","4","0","1","0","0","0","0","0","0","0","0","0","5","4","1","2","0","0"
"中野区","0","0","1","6","26","8","0","2","3","0","0","16","0","2","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"杉並","0","2","5","26","46","8","1","0","4","0","0","2","0","1","1","1","0","0","0","0","0","0","0","7","6","0","1","0","0"
"池袋","0","0","0","0","2","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","1","1","0","0"
"北区","0","0","4","5","11","11","5","13","6","0","0","56","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"荒川区","0","0","8","3","18","9","0","3","1","0","0","40","0","1","1","0","0","3","0","0","0","0","0","3","2","1","0","0","0"
"板橋区","0","0","5","2","6","9","0","0","1","0","0","8","0","1","1","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"練馬区","0","0","15","22","19","3","1","2","3","0","0","12","0","8","1","0","0","0","0","0","0","0","0","6","5","0","0","0","0"
"足立","0","0","3","6","13","8","0","0","0","0","0","2","0","4","1","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"葛飾区","0","0","1","12","12","14","0","3","4","0","0","30","0","3","2","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"江戸川","2","0","14","13","19","13","0","3","2","0","0","51","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"八王子","0","0","7","20","9","11","0","2","0","0","0","6","0","0","9","0","0","2","0","0","0","0","0","3","2","1","1","0","0"
"町田市","0","0","2","17","17","6","2","4","1","0","0","18","0","6","3","0","0","0","0","0","0","0","0","3","2","1","0","0","0"
"西多摩","0","0","1","3","16","5","6","1","1","0","0","15","0","2","0","0","0","0","0","0","0","0","0","7","5","0","1","0","0"
"南多摩","0","0","4","9","14","8","7","1","1","0","0","13","0","5","0","1","0","0","0","0","0","0","0","4","3","0","0","0","0"
"多摩立川","0","0","1","3","13","5","2","1","1","0","0","5","0","1","0","0","0","0","0","0","0","0","0","8","6","1","1","0","0"
"多摩府中","0","0","8","15","17","30","4","4","8","0","0","25","0","6","0","0","0","0","0","0","0","0","0","13","10","1","2","0","0"
"多摩小平","0","1","6","12","36","13","1","6","4","0","0","37","0","10","5","1","0","2","0","0","0","0","0","8","6","1","2","0","0"
"島しょ","0","0","5","0","14","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0"
"合計","3","4","175","273","544","260","54","77","64","1","0","501","0","104","32","3","0","16","1","0","1","0","0","178","142","14","25","0","0"
