"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","6","1","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","7","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","6","2","1","8","23","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","19","0","1","1","17","1","0","1","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","","","","","",""
"文京","9","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","9","0","2","2","14","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","0","0","1","20","1","0","0","1","0","0","0","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","12","0","1","5","23","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","15","0","1","1","33","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","8","0","0","1","11","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","36","0","2","5","46","9","0","1","1","0","0","0","0","7","0","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","13","0","0","2","32","6","0","3","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","19","0","0","1","15","1","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","19","0","0","2","25","5","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","30","0","1","3","36","2","0","3","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","3","0","0","0","7","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","19","0","1","0","20","13","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","14","0","2","1","15","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","13","0","0","0","25","1","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","55","2","0","5","11","4","0","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","11","0","0","0","12","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","11","0","0","6","19","2","0","4","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","53","0","2","8","19","7","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","27","0","0","8","5","2","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","17","0","0","4","22","7","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","34","0","1","6","17","7","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","20","0","0","7","16","7","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","29","0","0","2","31","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","23","1","0","4","19","4","0","5","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","41","4","3","8","51","2","0","1","5","0","0","0","0","11","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","17","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","604","10","18","92","597","92","3","36","30","0","0","0","0","76","5","1","0","1","0","0","0","0","0","","","","","",""
