"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","11","0"
"1〜4歳","0","0","0","0","0","0","7","31","0"
"5〜9歳","0","0","0","0","0","0","4","5","0"
"10〜14歳","0","0","0","0","0","0","2","3","0"
"15〜19歳","12","1","2","4","2","0","1","0","0"
"20〜24歳","50","15","19","16","2","0","0","0","0"
"25〜29歳","40","15","13","21","1","2","0","1","0"
"30〜34歳","37","15","13","16","1","3","3","0","0"
"35〜39歳","15","6","10","19","5","1","1","1","0"
"40〜44歳","16","8","5","9","0","3","4","1","0"
"45〜49歳","7","5","2","2","1","1","7","1","0"
"50〜54歳","2","5","1","2","0","0","1","0","0"
"55〜59歳","1","3","1","1","0","0","6","0","1"
"60〜64歳","1","1","1","0","0","0","9","1","0"
"65〜69歳","0","2","0","1","0","0","11","1","1"
"70歳以上","0","1","1","0","1","0","73","8","2"
"合計","181","77","68","91","13","10","136","64","4"
