"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","3","0"
"1〜4歳","0","0","0","0","0","0","4","3","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","13","0","5","1","1","0","1","0","0"
"20〜24歳","35","4","6","11","8","0","0","1","0"
"25〜29歳","50","8","1","10","9","0","0","1","0"
"30〜34歳","20","10","0","1","1","0","3","0","0"
"35〜39歳","8","9","0","3","4","1","3","1","0"
"40〜44歳","2","5","0","0","1","0","2","0","0"
"45〜49歳","3","1","0","0","2","0","4","0","0"
"50〜54歳","0","2","0","0","4","0","1","0","0"
"55〜59歳","0","0","0","1","0","0","5","0","1"
"60〜64歳","0","0","0","0","0","0","4","1","0"
"65〜69歳","0","1","0","0","2","0","3","0","1"
"70歳以上","0","2","0","0","0","0","28","0","0"
"合計","131","42","12","27","32","1","61","11","2"
