"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1〜4歳","0","0","0","0","0","0","2","0","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","1","0","0","0","0","0","1","0","0"
"15〜19歳","7","0","3","5","0","0","0","0","0"
"20〜24歳","65","2","10","24","1","0","2","0","0"
"25〜29歳","63","3","9","15","0","0","0","0","0"
"30〜34歳","34","2","5","14","0","0","0","0","0"
"35〜39歳","22","2","5","9","0","0","1","0","0"
"40〜44歳","17","5","5","11","1","0","0","0","0"
"45〜49歳","9","0","4","7","0","0","0","1","0"
"50〜54歳","9","2","2","4","3","0","1","0","0"
"55〜59歳","5","1","3","5","1","0","0","0","0"
"60〜64歳","1","6","2","1","0","0","2","0","0"
"65〜69歳","5","1","2","1","0","0","2","1","0"
"70歳以上","0","2","3","1","0","0","29","0","0"
"合計","238","26","53","97","6","0","44","2","0"
