"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","2","10","45","0","0","6","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","16","57","1","0","36","0","4","0","10","59","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","6","14","132","16","5","71","0","18","0","19","246","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","6","13","65","9","8","75","0","10","2","2","197","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","8","11","44","7","21","92","3","18","1","3","186","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","7","9","18","14","36","68","1","13","0","0","174","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","18","8","9","5","37","66","1","11","0","0","116","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","13","18","4","2","35","61","2","3","0","0","68","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","24","14","3","6","32","46","1","2","0","0","36","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","21","18","1","0","23","39","2","2","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","16","18","1","0","16","34","1","1","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","39","150","2","3","21","55","2","3","0","0","17","1","1","0","0","1","0","0","0","0","0","1","1","0","1","1","1","0","1"
"15〜19歳","17","133","0","0","3","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","3","190","1","2","9","27","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","4","188","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","5","179","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","5","201","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","66","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","201","1396","382","65","246","683","13","86","3","34","1138","5","9","2","0","9","0","0","0","0","0","1","1","0","1","1","1","0","1"
