"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","14","1","0"
"1〜4歳","0","0","0","0","0","0","4","3","0"
"5〜9歳","0","0","0","0","0","0","3","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","19","3","1","4","3","0","1","0","0"
"20〜24歳","40","7","11","9","5","0","0","0","0"
"25〜29歳","22","7","4","9","7","0","0","0","0"
"30〜34歳","15","7","1","1","0","0","0","1","0"
"35〜39歳","16","7","1","0","4","0","0","0","0"
"40〜44歳","1","1","0","0","2","0","1","0","0"
"45〜49歳","2","1","0","1","2","0","2","0","0"
"50〜54歳","0","2","0","0","2","0","5","0","0"
"55〜59歳","0","1","0","0","1","0","5","1","0"
"60〜64歳","0","1","0","0","0","0","6","0","0"
"65〜69歳","0","0","0","0","0","0","0","0","0"
"70歳以上","0","0","0","0","0","0","24","1","0"
"合計","115","37","18","24","26","0","65","8","0"
