"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","32","8","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","4","15","0","0","0","13","0","2","0","1","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","7","42","4","4","3","1","0","2","0","2","8","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","6","41","4","1","4","9","0","0","0","0","6","0","1","0","0","3","0","0","0","0","0","0","","","","","",""
"文京","3","38","2","1","1","4","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","2","21","6","2","2","12","0","4","0","2","17","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","5","98","1","0","2","7","0","1","0","0","7","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","5","62","1","1","5","25","0","2","0","2","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","4","38","10","0","8","11","0","5","0","0","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","8","32","2","7","1","6","0","2","0","0","8","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","44","103","10","3","17","53","0","9","0","0","33","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","16","161","17","4","18","15","0","4","0","2","28","1","0","0","0","1","0","0","0","0","0","1","","","","","",""
"渋谷区","14","22","1","0","0","7","1","0","0","0","3","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"中野区","5","51","4","1","7","13","0","1","0","3","15","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","3","58","2","0","6","31","0","1","0","1","7","0","0","1","0","0","0","0","0","0","0","1","","","","","",""
"池袋","6","55","2","2","1","4","0","0","0","0","8","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"北区","7","77","1","1","5","12","0","14","0","0","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","4","31","10","0","8","14","0","3","0","0","19","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","81","6","0","8","14","0","2","0","0","5","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","13","108","10","3","5","18","0","0","0","3","23","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","8","100","6","7","2","26","0","4","0","2","21","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","9","50","0","0","1","31","1","3","0","2","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","3","105","4","10","9","26","0","6","0","2","22","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","22","100","14","2","17","38","1","7","0","0","28","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","54","1","0","2","26","0","4","0","0","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","45","0","0","4","12","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","47","3","0","2","3","0","1","0","0","18","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","4","95","18","1","13","20","1","4","0","1","32","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","25","193","10","6","13","46","0","8","0","3","35","0","5","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩小平","28","127","14","5","30","38","3","2","0","3","22","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","39","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","263","2121","171","61","194","540","7","92","0","29","436","8","11","3","0","7","0","0","0","0","0","2","","","","","",""
